satisfaction	marital	income	age	religious	onlyMyReligion	religionRules	armyRules	continent	region
7	6	5	20	2	2	3	3	Asia	702
8	6	8	22	-1	3	3	2	Asia	702
7	1	7	66	2	3	3	4	Asia	702
7	6	7	50	2	-1	3	4	Asia	702
7	1	6	72	1	2	3	3	Asia	702
8	1	6	45	1	2	2	4	Asia	702
7	1	6	66	1	2	2	4	Asia	702
7	1	6	61	1	3	-1	3	Asia	702
7	1	7	39	1	-1	-1	3	Asia	702
7	6	6	25	-1	-1	-1	4	Asia	702
8	1	7	36	2	-1	3	4	Asia	702
7	1	8	60	1	2	2	3	Asia	702
10	1	7	53	1	-1	-1	2	Asia	702
10	1	6	52	1	-1	-1	3	Asia	702
8	6	7	23	2	2	3	4	Asia	702
8	1	5	50	1	2	2	3	Asia	702
7	6	8	28	1	-1	-1	2	Asia	702
7	6	7	28	1	3	-1	3	Asia	702
7	1	7	50	1	3	-1	2	Asia	702
7	6	7	-3	2	2	2	4	Asia	702
7	1	7	31	1	2	2	3	Asia	702
6	6	6	33	2	-1	3	3	Asia	702
6	1	7	64	1	2	2	3	Asia	702
7	1	7	41	1	2	2	3	Asia	702
7	1	6	30	2	-1	-1	2	Asia	702
6	6	6	67	2	-1	3	3	Asia	702
6	1	7	48	1	2	2	3	Asia	702
6	1	6	41	1	2	2	2	Asia	702
7	1	6	38	2	3	3	2	Asia	702
7	1	7	57	1	2	2	2	Asia	702
7	1	7	43	1	2	2	2	Asia	702
6	1	7	38	-1	2	2	2	Asia	702
6	1	6	63	1	3	2	2	Asia	702
7	4	6	79	1	2	2	2	Asia	702
6	6	6	22	2	4	-1	3	Asia	702
6	1	7	32	2	2	1	2	Asia	702
7	6	6	31	-1	2	2	2	Asia	702
7	6	7	21	2	3	3	2	Asia	702
7	1	7	32	2	3	3	2	Asia	702
7	5	5	44	1	3	2	2	Asia	702
6	6	7	29	-1	3	2	2	Asia	702
7	6	7	22	1	2	2	2	Asia	702
7	6	7	37	2	2	3	2	Asia	702
6	1	7	31	-1	3	3	2	Asia	702
6	1	6	34	1	3	3	2	Asia	702
7	6	7	18	-1	3	2	2	Asia	702
8	6	6	20	2	3	3	3	Asia	702
6	6	5	43	1	3	3	4	Asia	702
6	1	6	40	1	4	3	2	Asia	702
5	6	6	22	1	2	2	1	Asia	702
7	6	4	35	-1	4	4	3	Asia	702
7	1	5	37	1	2	2	1	Asia	702
5	1	5	29	2	4	2	4	Asia	702
8	6	4	27	1	4	3	2	Asia	702
3	6	4	23	2	4	3	2	Asia	702
9	6	7	28	1	4	3	2	Asia	702
7	1	3	66	1	1	1	2	Asia	702
6	2	2	53	-1	3	3	3	Asia	702
4	1	8	50	1	1	1	1	Asia	702
9	6	7	20	2	1	2	1	Asia	702
7	1	6	29	1	4	3	2	Asia	702
8	1	5	48	2	2	4	2	Asia	702
7	6	6	25	2	4	4	1	Asia	702
6	6	5	30	1	2	2	2	Asia	702
7	6	4	25	2	4	4	4	Asia	702
10	6	10	31	2	2	2	1	Asia	702
6	6	4	26	-1	4	3	4	Asia	702
7	6	8	24	2	2	2	1	Asia	702
6	6	6	29	2	2	2	1	Asia	702
8	6	3	32	1	2	2	4	Asia	702
6	6	6	22	1	3	3	3	Asia	702
6	6	3	26	1	4	4	3	Asia	702
5	6	5	32	2	2	2	2	Asia	702
6	3	5	32	2	3	3	2	Asia	702
7	1	8	20	1	1	1	2	Asia	702
7	6	6	18	2	4	3	3	Asia	702
5	6	6	24	2	3	3	3	Asia	702
6	6	6	20	1	2	2	2	Asia	702
6	6	4	25	1	1	1	2	Asia	702
5	1	6	30	-1	2	2	1	Asia	702
7	6	6	38	-1	3	3	2	Asia	702
6	1	6	32	1	2	2	2	Asia	702
7	1	4	65	1	4	1	4	Asia	702
8	6	7	26	-5	-5	-5	2	Asia	702
8	2	4	60	1	1	1	4	Asia	702
6	6	6	27	1	2	2	1	Asia	702
6	6	4	24	-1	3	2	2	Asia	702
6	6	6	31	2	2	2	1	Asia	702
8	1	6	32	1	3	-1	2	Asia	702
7	2	7	36	2	4	4	2	Asia	702
6	1	3	35	-1	1	2	3	Asia	702
6	6	3	25	-1	3	3	2	Asia	702
7	6	6	27	1	3	1	3	Asia	702
5	1	4	62	1	3	3	4	Asia	702
4	6	3	23	2	3	3	3	Asia	702
7	6	5	19	2	4	4	4	Asia	702
5	1	6	26	-1	3	3	2	Asia	702
8	1	8	35	1	3	3	3	Asia	702
8	6	8	62	1	3	3	2	Asia	702
7	1	7	41	2	2	3	3	Asia	702
7	1	8	43	2	3	3	3	Asia	702
5	1	8	36	2	3	3	3	Asia	702
8	6	6	19	1	3	3	3	Asia	702
8	1	6	68	2	3	2	1	Asia	702
7	6	6	47	1	2	2	2	Asia	702
7	1	8	52	2	3	3	3	Asia	702
7	1	7	64	1	3	3	3	Asia	702
6	1	8	65	2	3	3	3	Asia	702
7	1	7	81	1	3	3	3	Asia	702
8	1	7	76	1	3	3	3	Asia	702
8	6	6	54	2	3	4	4	Asia	702
8	1	7	37	1	3	3	2	Asia	702
8	1	7	45	1	3	3	2	Asia	702
2	1	6	54	1	3	3	3	Asia	702
2	6	6	20	2	3	3	3	Asia	702
8	1	7	44	1	3	3	3	Asia	702
9	1	7	59	1	3	3	2	Asia	702
8	1	7	60	2	3	3	3	Asia	702
8	6	7	72	1	3	3	3	Asia	702
8	1	7	48	2	2	2	4	Asia	702
6	6	8	29	2	3	3	2	Asia	702
7	1	6	35	2	3	3	3	Asia	702
6	1	6	50	1	4	3	4	Asia	702
7	1	5	54	2	3	3	3	Asia	702
7	3	6	53	2	3	3	3	Asia	702
6	1	6	70	2	3	4	3	Asia	702
8	1	6	73	2	4	4	1	Asia	702
9	1	7	75	1	3	2	3	Asia	702
9	1	7	52	1	3	3	2	Asia	702
8	6	5	19	2	4	4	1	Asia	702
7	1	6	57	1	4	3	4	Asia	702
8	1	7	65	1	2	1	3	Asia	702
8	6	6	77	1	3	3	1	Asia	702
8	1	7	58	2	4	4	4	Asia	702
8	1	4	53	1	4	3	4	Asia	702
6	3	7	48	2	2	1	3	Asia	702
8	6	5	25	1	2	4	3	Asia	702
8	1	7	49	2	3	3	3	Asia	702
10	1	7	76	1	4	4	3	Asia	702
10	1	7	74	2	3	3	3	Asia	702
9	1	7	45	2	4	4	3	Asia	702
7	6	6	32	2	3	3	3	Asia	702
8	1	7	67	1	4	4	2	Asia	702
7	1	6	75	1	3	3	3	Asia	702
10	6	6	68	1	3	3	3	Asia	702
10	6	7	61	2	4	4	3	Asia	702
7	1	7	78	2	4	4	3	Asia	702
6	1	7	30	1	4	4	1	Asia	702
8	3	6	43	1	2	3	2	Asia	702
7	1	7	30	1	4	4	2	Asia	702
8	1	5	66	1	4	4	2	Asia	702
6	6	6	56	1	4	3	2	Asia	702
7	1	8	58	1	-1	-1	2	Asia	702
2	6	7	52	1	4	4	1	Asia	702
6	1	7	51	1	4	3	2	Asia	702
7	6	7	25	1	3	4	2	Asia	702
6	1	7	55	-1	4	4	2	Asia	702
5	6	7	52	-1	-1	-1	2	Asia	702
7	6	7	28	1	3	1	2	Asia	702
7	1	7	34	1	-1	-1	2	Asia	702
4	1	6	36	2	4	4	2	Asia	702
6	6	7	28	-1	4	4	2	Asia	702
8	1	7	57	-1	4	4	2	Asia	702
8	6	8	22	2	4	4	2	Asia	702
6	1	8	26	1	4	4	1	Asia	702
7	3	8	29	2	3	3	2	Asia	702
8	6	8	22	1	3	3	2	Asia	702
6	1	7	58	1	-1	-1	2	Asia	702
9	6	7	50	1	-1	3	4	Asia	702
6	6	5	38	1	4	-1	2	Asia	702
7	1	6	55	1	-1	-1	2	Asia	702
7	6	7	20	1	4	4	1	Asia	702
8	1	8	58	1	2	2	1	Asia	702
9	6	8	23	1	4	4	2	Asia	702
7	6	6	34	2	4	4	2	Asia	702
8	1	8	38	1	3	-1	2	Asia	702
5	1	7	60	1	2	2	1	Asia	702
6	1	6	54	1	4	4	2	Asia	702
9	1	8	47	1	4	4	1	Asia	702
8	1	6	48	1	-1	-1	1	Asia	702
8	6	6	19	-1	3	4	2	Asia	702
8	1	6	36	-1	-1	-1	2	Asia	702
5	6	8	22	-1	4	4	1	Asia	702
8	1	6	60	1	4	2	2	Asia	702
6	1	7	74	1	-1	-1	1	Asia	702
6	6	7	22	-1	4	3	1	Asia	702
6	1	7	50	2	3	3	2	Asia	702
7	1	5	38	-1	4	3	2	Asia	702
5	1	4	51	1	3	2	2	Asia	702
7	6	6	19	-1	4	4	2	Asia	702
4	1	6	26	-1	3	3	2	Asia	702
6	6	6	23	-1	3	3	1	Asia	702
7	1	6	28	1	4	4	2	Asia	702
7	1	6	70	1	4	3	2	Asia	702
8	5	8	63	1	3	2	2	Asia	702
4	1	6	27	1	-1	-1	2	Asia	702
8	1	5	36	1	4	2	2	Asia	702
10	1	8	59	1	3	3	3	Asia	702
8	1	6	64	2	3	3	3	Asia	702
6	1	6	82	1	3	3	3	Asia	702
9	1	7	30	1	3	3	3	Asia	702
7	1	7	58	1	3	3	3	Asia	702
10	1	7	69	1	4	4	2	Asia	702
8	1	7	72	1	3	3	3	Asia	702
8	1	8	77	1	3	3	3	Asia	702
10	1	7	76	2	4	4	1	Asia	702
10	1	8	65	-1	4	4	3	Asia	702
2	6	8	20	2	4	4	3	Asia	702
10	1	8	73	1	2	3	4	Asia	702
7	1	5	32	2	4	4	2	Asia	702
8	6	9	20	1	4	3	1	Asia	702
8	1	7	32	1	4	4	3	Asia	702
7	1	5	36	1	4	4	3	Asia	702
6	1	7	40	2	4	4	3	Asia	702
7	6	7	21	2	3	3	3	Asia	702
7	6	6	25	1	3	3	3	Asia	702
7	6	7	46	1	4	4	3	Asia	702
8	5	6	72	1	3	4	4	Asia	702
6	6	6	21	1	3	3	3	Asia	702
6	1	7	32	1	3	3	4	Asia	702
7	1	8	41	1	3	4	3	Asia	702
4	6	6	26	2	3	4	3	Asia	702
8	1	7	42	2	3	4	4	Asia	702
8	1	6	40	1	3	4	4	Asia	702
7	6	8	22	1	4	3	2	Asia	702
9	1	5	37	1	4	4	4	Asia	702
7	1	8	42	-1	3	2	1	Asia	702
6	1	8	71	1	3	2	2	Asia	702
7	6	7	20	1	3	2	1	Asia	702
5	1	6	37	-1	2	2	1	Asia	702
8	6	7	23	-1	3	3	3	Asia	702
5	6	6	25	2	2	2	2	Asia	702
5	6	6	22	2	1	1	1	Asia	702
6	1	4	27	1	2	2	1	Asia	702
8	6	5	27	2	2	2	2	Asia	702
3	1	10	32	1	1	2	3	Asia	702
8	6	6	28	1	2	3	2	Asia	702
7	1	7	40	2	3	3	4	Asia	702
8	6	8	22	-1	2	3	3	Asia	702
10	1	7	41	1	1	1	4	Asia	702
8	6	7	21	1	4	3	2	Asia	702
6	1	8	37	2	3	3	2	Asia	702
9	1	8	56	2	4	3	3	Asia	702
8	1	6	55	2	4	4	4	Asia	702
8	1	8	35	1	3	3	4	Asia	702
8	1	7	51	1	4	2	2	Asia	702
5	6	4	21	2	2	2	1	Asia	702
6	6	8	22	2	2	2	2	Asia	702
8	1	6	44	1	1	2	3	Asia	702
9	6	8	38	1	1	2	2	Asia	702
9	1	7	54	2	4	4	3	Asia	702
8	1	8	38	1	3	2	2	Asia	702
8	1	8	44	1	4	3	1	Asia	702
7	6	7	28	1	2	4	2	Asia	702
10	1	9	80	1	4	3	3	Asia	702
8	1	7	47	1	3	3	1	Asia	702
7	1	8	49	2	4	4	1	Asia	702
9	1	9	46	1	2	2	3	Asia	702
7	1	7	52	2	4	4	3	Asia	702
7	6	7	18	2	4	4	1	Asia	702
8	6	7	49	-1	4	3	3	Asia	702
8	1	7	39	2	4	3	2	Asia	702
8	6	7	26	2	4	4	1	Asia	702
8	6	7	20	1	2	2	1	Asia	702
1	1	9	56	-1	4	3	4	Asia	702
9	1	7	27	2	4	4	2	Asia	702
9	1	7	41	1	3	3	2	Asia	702
9	1	8	32	2	4	3	2	Asia	702
8	1	4	37	1	4	3	2	Asia	702
8	1	5	67	1	-1	-1	3	Asia	702
8	1	4	75	1	3	-1	3	Asia	702
8	1	5	60	2	-1	-1	3	Asia	702
6	1	6	36	2	4	4	3	Asia	702
8	1	5	62	1	2	3	3	Asia	702
8	1	5	71	2	-1	-1	3	Asia	702
6	1	5	80	2	3	3	2	Asia	702
8	1	5	42	2	3	3	2	Asia	702
8	6	4	20	2	-1	2	2	Asia	702
8	6	4	19	2	-5	-1	3	Asia	702
7	6	3	28	2	-1	-1	3	Asia	702
9	1	7	69	2	-1	2	2	Asia	702
8	1	3	50	1	3	2	3	Asia	702
8	1	7	41	2	3	3	3	Asia	702
8	1	4	71	2	3	3	2	Asia	702
7	1	5	38	2	-1	3	3	Asia	702
6	4	3	39	-1	-1	-1	2	Asia	702
9	1	4	62	1	-1	-1	3	Asia	702
7	6	5	27	2	3	3	3	Asia	702
8	1	5	34	1	3	-1	3	Asia	702
7	6	3	60	1	-1	-1	3	Asia	702
7	6	5	27	2	3	3	2	Asia	702
7	1	2	65	2	3	-1	2	Asia	702
7	1	4	62	2	3	3	2	Asia	702
7	1	5	45	2	2	3	3	Asia	702
7	1	5	26	2	-1	-1	2	Asia	702
6	1	3	56	2	3	3	3	Asia	702
5	6	3	28	2	-1	-1	3	Asia	702
7	6	5	21	2	-1	3	3	Asia	702
6	1	5	68	2	-1	-1	3	Asia	702
7	1	5	-3	2	3	3	3	Asia	702
8	1	5	57	2	3	3	3	Asia	702
7	1	6	40	2	-1	-1	3	Asia	702
7	1	5	29	1	3	3	3	Asia	702
6	6	5	20	2	3	-1	3	Asia	702
7	6	6	34	2	-1	-1	2	Asia	702
7	1	5	67	2	-1	-1	2	Asia	702
8	6	7	23	2	-1	-1	3	Asia	702
8	1	7	48	2	3	-1	3	Asia	702
7	1	5	45	2	-1	-1	3	Asia	702
8	1	5	68	2	4	4	3	Asia	702
7	1	6	49	1	3	3	4	Asia	702
6	1	6	53	2	3	3	2	Asia	702
10	1	6	42	1	3	1	2	Asia	702
6	3	5	63	1	3	3	4	Asia	702
8	5	2	75	2	2	2	1	Asia	702
7	2	4	73	1	3	3	2	Asia	702
7	6	7	30	1	3	-1	4	Asia	702
8	1	5	61	1	1	3	1	Asia	702
7	6	7	32	1	1	2	1	Asia	702
5	6	7	52	1	3	2	2	Asia	702
6	3	6	52	2	4	4	4	Asia	702
6	1	3	38	1	3	3	2	Asia	702
6	1	7	43	2	1	-1	3	Asia	702
7	1	4	42	2	4	4	4	Asia	702
3	1	8	63	2	3	2	2	Asia	702
3	1	6	62	2	3	2	2	Asia	702
4	1	6	45	2	3	2	2	Asia	702
8	1	7	39	2	4	3	3	Asia	702
8	3	6	37	2	4	4	3	Asia	702
8	6	5	36	-1	2	2	3	Asia	702
8	1	4	55	1	3	3	3	Asia	702
5	1	7	27	2	2	2	3	Asia	702
5	1	5	70	1	2	2	2	Asia	702
8	6	5	19	1	1	1	3	Asia	702
6	3	6	52	1	3	3	4	Asia	702
7	6	6	22	2	-1	-1	3	Asia	702
7	6	7	20	1	3	3	2	Asia	702
8	1	6	66	2	1	1	4	Asia	702
5	6	6	47	2	4	4	2	Asia	702
7	1	6	40	-1	4	4	4	Asia	702
6	2	6	60	1	3	3	2	Asia	702
6	3	4	68	1	3	2	2	Asia	702
7	1	7	32	1	3	4	2	Asia	702
8	1	7	42	2	4	4	2	Asia	702
6	1	5	68	1	3	4	4	Asia	702
7	1	7	62	2	3	3	2	Asia	702
7	1	7	49	2	3	3	2	Asia	702
7	1	8	40	2	3	3	2	Asia	702
8	6	6	18	2	-1	-1	2	Asia	702
7	6	3	51	2	-1	3	4	Asia	702
10	1	4	51	2	3	3	4	Asia	702
7	1	7	46	2	4	4	3	Asia	702
7	6	8	23	2	3	-1	1	Asia	702
7	6	8	24	1	3	2	3	Asia	702
7	6	7	24	2	3	3	3	Asia	702
7	6	7	22	1	1	1	4	Asia	702
7	6	8	20	1	3	2	1	Asia	702
8	1	7	45	1	2	3	2	Asia	702
8	6	7	31	2	3	3	2	Asia	702
7	1	8	24	1	3	-1	2	Asia	702
7	6	6	21	2	3	2	4	Asia	702
3	6	4	73	2	4	4	2	Asia	702
5	6	9	25	2	3	3	1	Asia	702
7	6	7	27	-1	-1	-1	2	Asia	702
7	6	6	30	2	-1	-1	3	Asia	702
4	6	6	19	2	-1	-1	3	Asia	702
6	1	7	38	1	-1	-1	1	Asia	702
7	1	7	53	1	1	1	2	Asia	702
4	6	8	25	1	3	2	2	Asia	702
3	1	8	43	2	3	3	2	Asia	702
5	1	6	75	1	-1	-1	2	Asia	702
4	6	7	20	2	4	4	1	Asia	702
8	6	8	26	2	-1	-1	2	Asia	702
5	6	7	21	1	-1	-1	2	Asia	702
5	1	6	42	2	-1	-1	1	Asia	702
8	6	5	19	2	-1	-1	4	Asia	702
2	1	6	37	-1	3	2	2	Asia	702
6	1	6	72	2	3	2	2	Asia	702
4	3	3	40	2	4	4	2	Asia	702
4	6	8	24	2	3	2	2	Asia	702
8	1	10	31	1	1	1	1	Asia	702
9	6	5	27	1	1	1	3	Asia	702
6	1	3	26	-1	-1	-1	4	Asia	702
6	1	4	28	-1	-1	-1	4	Asia	702
7	6	5	27	2	3	3	2	Asia	702
5	6	5	32	2	3	3	3	Asia	702
7	6	7	18	2	4	3	4	Asia	702
9	6	6	21	2	-1	-1	4	Asia	702
6	1	8	65	-1	-1	-1	2	Asia	702
8	6	7	27	-1	3	2	2	Asia	702
7	6	5	19	2	4	3	2	Asia	702
5	6	5	42	2	-1	-1	2	Asia	702
4	6	3	29	1	3	3	2	Asia	702
5	6	7	29	2	3	3	2	Asia	702
8	6	8	24	2	4	3	4	Asia	702
9	6	8	29	2	-1	4	2	Asia	702
8	1	7	65	2	4	4	2	Asia	702
7	6	6	34	1	3	2	2	Asia	702
9	6	8	19	1	-1	-1	3	Asia	702
8	1	5	31	2	-1	-1	4	Asia	702
8	6	6	26	2	3	3	3	Asia	702
7	1	9	50	1	3	3	1	Asia	702
8	6	7	27	2	3	3	2	Asia	702
7	6	8	20	2	3	3	2	Asia	702
8	1	8	38	2	-1	-1	1	Asia	702
4	1	7	48	2	2	2	2	Asia	702
3	1	4	52	2	4	4	2	Asia	702
8	6	7	19	1	2	2	1	Asia	702
8	6	9	21	2	3	3	3	Asia	702
7	1	6	58	1	4	4	2	Asia	702
7	6	7	21	1	2	2	2	Asia	702
7	6	7	22	1	4	3	2	Asia	702
8	6	7	36	2	4	4	2	Asia	702
8	6	7	56	1	4	4	1	Asia	702
9	6	7	43	1	3	2	2	Asia	702
8	1	8	34	1	4	4	2	Asia	702
8	6	7	49	1	3	3	2	Asia	702
7	3	6	56	1	2	2	3	Asia	702
6	6	7	40	1	4	4	2	Asia	702
8	6	8	28	2	4	4	2	Asia	702
7	1	7	55	-1	-1	-1	2	Asia	702
6	1	6	64	1	4	4	1	Asia	702
7	-5	6	48	-1	4	4	2	Asia	702
7	6	7	27	1	4	2	3	Asia	702
7	6	6	56	1	4	4	2	Asia	702
7	5	7	60	1	4	4	2	Asia	702
7	1	6	38	1	3	4	2	Asia	702
7	6	8	22	1	4	4	2	Asia	702
8	1	7	59	1	4	4	2	Asia	702
7	6	7	21	1	4	4	2	Asia	702
7	1	8	33	1	4	4	2	Asia	702
8	1	7	52	1	4	4	2	Asia	702
9	1	8	42	1	4	4	1	Asia	702
7	1	7	58	1	4	4	3	Asia	702
7	6	7	25	1	4	4	2	Asia	702
8	1	7	60	1	4	4	2	Asia	702
7	1	8	57	1	2	2	1	Asia	702
7	3	6	54	1	4	2	2	Asia	702
8	1	7	43	1	2	4	2	Asia	702
8	1	7	60	1	4	2	2	Asia	702
8	6	7	24	1	4	4	2	Asia	702
7	6	7	22	2	4	4	1	Asia	702
8	1	8	57	1	4	4	2	Asia	702
7	1	6	60	1	4	4	2	Asia	702
8	1	7	32	1	4	4	2	Asia	702
8	1	8	72	1	4	4	3	Asia	702
7	1	6	42	-1	4	4	2	Asia	702
9	3	6	22	2	-1	-1	3	Asia	702
7	1	8	48	1	4	4	3	Asia	702
6	1	7	56	1	4	4	2	Asia	702
7	1	7	44	1	4	4	2	Asia	702
6	1	6	54	1	2	2	2	Asia	702
6	1	6	52	1	4	4	3	Asia	702
6	6	6	50	1	4	4	2	Asia	702
7	1	7	56	1	4	4	2	Asia	702
7	1	6	63	2	4	4	2	Asia	702
7	1	8	73	-1	3	4	2	Asia	702
7	1	8	66	1	4	4	2	Asia	702
6	1	7	65	1	4	4	2	Asia	702
8	2	5	65	-1	3	-1	3	Asia	702
3	2	2	38	1	4	2	4	Asia	702
5	1	5	44	1	3	1	4	Asia	702
8	6	3	68	2	4	2	2	Asia	702
8	6	5	35	-1	4	1	1	Asia	702
6	6	3	31	2	-1	-1	4	Asia	702
5	2	4	53	-1	2	-1	1	Asia	702
5	2	5	30	-1	2	2	2	Asia	702
3	2	3	46	2	4	-1	2	Asia	702
8	6	4	31	1	3	1	2	Asia	702
2	3	5	56	1	3	2	3	Asia	702
5	1	5	57	1	4	1	3	Asia	702
9	6	6	20	1	3	3	3	Asia	702
7	1	6	38	1	3	3	3	Asia	702
7	1	5	57	2	3	3	3	Asia	702
8	1	6	70	1	3	3	3	Asia	702
8	1	6	41	2	3	3	3	Asia	702
6	1	6	64	1	3	3	3	Asia	702
9	1	5	87	1	3	3	3	Asia	702
8	1	5	89	1	3	3	3	Asia	702
7	1	6	60	1	3	3	3	Asia	702
6	1	6	58	1	3	3	3	Asia	702
8	1	4	72	1	3	3	3	Asia	702
8	6	5	20	1	3	3	3	Asia	702
7	6	6	21	2	3	3	3	Asia	702
8	1	5	66	1	3	3	3	Asia	702
9	1	5	66	1	3	3	3	Asia	702
8	1	6	75	1	3	3	3	Asia	702
8	1	6	22	1	3	3	3	Asia	702
8	1	5	71	1	3	3	3	Asia	702
8	1	6	66	1	3	3	2	Asia	702
7	1	6	35	1	4	4	3	Asia	702
4	6	6	61	1	3	3	3	Asia	702
8	1	6	31	1	3	3	3	Asia	702
5	1	6	60	1	3	3	3	Asia	702
8	1	7	73	1	3	3	3	Asia	702
8	1	6	61	1	4	4	3	Asia	702
8	1	6	85	1	3	3	3	Asia	702
7	6	5	74	1	3	3	3	Asia	702
8	1	7	79	1	3	3	3	Asia	702
8	1	5	60	1	3	3	3	Asia	702
8	1	6	64	1	4	4	3	Asia	702
8	1	6	75	1	3	3	3	Asia	702
8	1	5	46	1	3	3	3	Asia	702
8	6	5	76	1	-1	-1	3	Asia	702
7	6	7	60	1	3	2	2	Asia	702
7	1	5	74	1	3	2	3	Asia	702
7	1	3	83	2	3	3	3	Asia	702
8	1	4	72	2	3	3	3	Asia	702
8	1	3	40	1	3	1	4	Asia	702
7	1	5	34	1	3	1	3	Asia	702
7	1	5	53	1	3	3	3	Asia	702
8	1	6	68	1	3	2	2	Asia	702
7	1	4	73	1	3	2	4	Asia	702
7	1	5	31	1	2	2	3	Asia	702
7	1	4	53	2	-1	-1	2	Asia	702
4	5	6	78	1	2	1	2	Asia	702
8	6	5	20	2	3	3	3	Asia	702
8	1	3	70	2	3	-1	3	Asia	702
8	6	5	20	1	2	2	4	Asia	702
7	6	3	50	2	4	4	4	Asia	702
3	3	1	60	-1	3	3	2	Asia	702
10	1	2	47	1	-1	2	2	Asia	702
10	1	3	42	1	3	-1	2	Asia	702
6	1	6	27	-1	1	1	1	Asia	702
8	1	7	27	1	3	3	3	Asia	702
9	1	8	33	1	-1	2	1	Asia	702
4	6	4	24	2	4	3	2	Asia	702
2	6	2	52	2	4	4	1	Asia	702
7	6	5	28	2	-1	3	2	Asia	702
8	6	5	32	1	3	3	1	Asia	702
1	1	3	50	2	4	4	1	Asia	702
8	6	8	23	1	3	3	4	Asia	702
9	6	2	37	1	1	1	3	Asia	702
9	6	3	66	2	3	3	3	Asia	702
5	5	3	60	1	2	1	2	Asia	702
5	6	4	21	2	4	3	2	Asia	702
7	1	4	40	1	1	4	2	Asia	702
5	2	4	36	-1	3	3	2	Asia	702
10	1	10	29	1	1	1	2	Asia	702
6	6	5	20	2	2	2	3	Asia	702
4	6	4	29	2	3	4	4	Asia	702
5	1	4	52	2	2	2	2	Asia	702
6	6	4	27	2	3	3	2	Asia	702
7	1	6	74	1	4	4	3	Asia	702
9	3	6	57	2	3	3	3	Asia	702
7	1	5	43	1	3	3	3	Asia	702
6	6	6	18	2	2	2	3	Asia	702
8	6	6	62	1	3	3	3	Asia	702
10	1	6	33	1	3	3	3	Asia	702
9	1	5	87	1	4	4	3	Asia	702
8	1	5	68	1	3	4	3	Asia	702
7	1	7	55	1	3	3	3	Asia	702
7	1	7	71	2	3	3	2	Asia	702
8	1	7	56	1	3	3	3	Asia	702
9	1	7	62	1	3	3	3	Asia	702
6	6	6	41	1	3	3	3	Asia	702
8	1	5	62	1	3	3	3	Asia	702
8	1	7	72	1	3	3	3	Asia	702
8	1	6	69	1	3	3	3	Asia	702
8	1	5	25	1	3	3	3	Asia	702
8	1	6	80	1	3	3	3	Asia	702
8	1	6	71	1	3	3	3	Asia	702
7	1	6	54	1	3	3	3	Asia	702
8	6	6	20	1	3	3	3	Asia	702
8	1	6	58	1	3	3	3	Asia	702
8	1	6	33	1	3	3	3	Asia	702
5	1	6	66	2	3	3	3	Asia	702
8	6	5	-5	2	3	3	3	Asia	702
9	6	6	19	1	3	1	3	Asia	702
10	6	7	31	2	3	-1	2	Asia	702
7	6	7	22	2	4	4	1	Asia	702
8	6	7	23	2	3	3	3	Asia	702
8	1	6	70	1	3	1	3	Asia	702
10	6	5	62	-1	4	3	2	Asia	702
10	6	5	18	2	-1	3	3	Asia	702
10	6	7	19	2	-1	2	3	Asia	702
7	4	3	52	1	-1	1	2	Asia	702
5	6	8	18	2	4	3	3	Asia	702
7	6	4	19	1	3	2	4	Asia	702
5	1	4	80	-1	3	-1	3	Asia	702
7	6	5	54	-1	-1	3	3	Asia	702
7	6	7	24	2	-1	-1	3	Asia	702
4	1	6	42	2	-1	-1	1	Asia	702
6	6	7	23	1	2	2	1	Asia	702
7	6	7	24	-1	3	2	4	Asia	702
2	6	8	22	-1	3	-1	3	Asia	702
7	6	4	23	2	3	-1	4	Asia	702
8	6	6	24	2	-1	-1	3	Asia	702
5	1	5	42	1	4	4	2	Asia	702
4	1	3	80	1	3	3	2	Asia	702
8	6	4	54	1	4	4	2	Asia	702
8	1	6	38	1	3	3	2	Asia	702
6	4	4	61	-1	2	2	2	Asia	702
7	1	5	35	1	-1	2	2	Asia	702
5	3	5	34	1	3	3	2	Asia	702
5	1	4	27	1	4	4	2	Asia	702
4	1	5	67	1	3	3	2	Asia	702
8	1	6	49	2	3	2	2	Asia	702
10	6	5	20	2	2	2	2	Asia	702
4	1	6	37	1	3	3	2	Asia	702
7	1	5	58	1	3	3	2	Asia	702
4	6	5	25	1	3	3	2	Asia	702
4	1	8	57	1	4	4	2	Asia	702
6	1	6	42	1	3	3	2	Asia	702
5	6	7	19	2	3	2	2	Asia	702
5	1	7	49	-1	2	2	2	Asia	702
4	1	6	44	1	3	3	2	Asia	702
7	1	5	55	-1	4	4	2	Asia	702
7	6	6	18	-1	4	4	1	Asia	702
6	1	7	27	2	3	3	2	Asia	702
6	1	6	52	1	3	3	2	Asia	702
7	1	8	52	1	3	3	2	Asia	702
7	1	7	30	1	3	3	3	Asia	702
7	1	6	30	1	2	2	2	Asia	702
8	1	5	25	1	2	2	2	Asia	702
5	1	4	50	2	3	3	4	Asia	702
8	1	5	50	2	4	3	1	Asia	702
10	6	5	18	2	3	3	4	Asia	702
6	1	5	43	1	3	3	2	Asia	702
7	6	3	42	2	4	4	3	Asia	702
10	1	6	35	1	3	3	4	Asia	702
7	1	5	41	2	4	3	4	Asia	702
10	5	1	85	1	1	1	2	Asia	702
10	5	4	61	1	4	2	4	Asia	702
